unitid,peo1istr,peo2istr,peo3istr,peo4istr,peo5istr,peo6istr,cntlaffi,pubprime,pubsecon,relaffil,level1,level2,level3,level4,level5,level6,level7,level8,level9,level10,level11,level12,fopna,fopna1,fopna2,accrd1,accrd2,regaccrd,accrd3,accrd4,saccr,openadmp,admcon1,admcon2,admcon3,admcon4,admcon5,admcon6,admcon7,admcon8,appdate,"xapplcnm",applcnm,"xapplcnw",applcnw,"xadmssnm",admssnm,"xadmssnw",admssnw,"xenrlftm",enrlftm,"xenrlftw",enrlftw,"xenrlptm",enrlptm,"xenrlptw",enrlptw,satactdt,"xsatnum",satnum,"xsatpct",satpct,"xactnum",actnum,"xactpct",actpct,"xsatvr25",satvr25,"xsatvr75",satvr75,"xsatmt25",satmt25,"xsatmt75",satmt75,"xactcm25",actcm25,"xactcm75",actcm75,"xacten25",acten25,"xacten75",acten75,"xactmt25",actmt25,"xactmt75",actmt75,credits1,credits2,credits3,credits4,slo1,slo2,slo3,slo4,slo5,slo51,slo52,slo53,slo6,slo7,slo8,slo81,slo82,slo83,slo9,yrscoll,stusrv1,stusrv2,stusrv3,stusrv4,stusrv8,stusrv9,libfac,athassoc,assoc1,assoc2,assoc3,assoc4,assoc5,assoc6,sport1,confno1,sport2,confno2,sport3,confno3,sport4,confno4,insttoyr,pctpost,calsys,apfee,"xappfeeu",applfeeu,"xappfeeg",applfeeg,"xappfeep",applfeep,ft_ug,ft_ftug,ft_gd,ft_fp,pt_ug,pt_ftug,pt_gd,tuitvary,room,"xroomcap",roomcap,board,"xmealswk",mealswk,"xroomamt",roomamt,"xbordamt",boardamt,"xrmbdamt",rmbrdamt,"xenrlm",enrlm,"xenrlw",enrlw,"xenrlt",enrlt,"xapplcn",applcn,"xadmssn",admssn,"xenrlft",enrlft,"xenrlpt",enrlpt
233639,1,1,-2,1,1,0,1,2,0,-2,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,8,1,0,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,2,-2,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
233648,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,8,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,2,-2,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
233657,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,2,0,-2,1,0,-2,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,1,"R",150,"A",,"A",,1,1,-2,-2,1,1,-2,-2,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
233666,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,-2,1,0,-2,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,7,1,"R",100,"A",,"A",,1,1,-2,-2,1,1,-2,-2,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
233684,1,1,0,0,0,0,2,-2,-2,-2,1,1,1,0,1,1,1,0,0,0,0,0,2,0,0,0,1,1,1,0,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,2,1,"R",35,"R",35,"A",,1,1,1,2,1,1,1,2,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
233718,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,8,1,0,2,2,1,2,1,1,1,3,1,1,2,"R",0,"R",404,"R",0,"R",355,"R",0,"R",133,"R",0,"R",0,2,"R",109,"R",82,"R",28,"R",21,"R",500,"R",620,"R",490,"R",570,"R",20,"R",26,"R",21,"R",28,"R",18,"R",24,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",25,"A",,"A",,1,1,2,2,1,1,2,2,1,"R",551,1,"R",20,"R",3230,"R",4810,"A",,"R",0,"R",133,"R",133,"R",404,"R",355,"R",133,"R",0
233754,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,8,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,2,-2,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
233772,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,8,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,2,-2,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
233842,0,1,1,0,0,0,4,-2,-2,66,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,1,1,8,1,0,1,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"A",,"R",45,"R",45,2,2,1,1,2,2,1,2,1,"R",150,1,"R",4,"R",1890,"R",850,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
233897,0,1,1,0,0,0,1,2,0,-2,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,8,1,0,1,2,1,2,1,1,2,3,1,1,2,"R",484,"R",503,"R",376,"R",391,"R",171,"R",175,"R",1,"R",1,2,"R",341,"R",97,"R",46,"R",13,"R",440,"R",550,"R",430,"R",550,"R",17,"R",22,"R",15,"R",21,"R",16,"R",23,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,-2,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,318,1,316,1,316,1,316,-2,-2,1,1,"R",25,"A",,"A",,1,1,2,2,1,1,2,1,1,"R",547,1,"R",19,"R",3104,"R",2482,"A",,"R",172,"R",176,"R",348,"R",987,"R",767,"R",346,"R",2
233903,1,1,-2,1,1,0,1,2,0,-2,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,1,1,8,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,2,-2,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
233912,1,1,0,0,0,0,4,-2,-2,54,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,1,8,0,0,1,2,1,3,1,3,3,3,1,1,2,"R",392,"R",1004,"R",236,"R",634,"R",122,"R",305,"R",7,"R",23,2,"R",175,"R",82,"R",72,"R",34,"R",410,"R",540,"R",410,"R",530,"R",17,"R",22,"R",15,"R",22,"R",16,"R",21,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,-2,1,1,1,0,0,0,1,1,0,1,0,0,0,0,2,-2,1,316,1,316,2,-2,-2,-2,1,1,"R",15,"A",,"A",,1,1,2,2,1,1,2,2,1,"R",462,1,"R",21,"R",2600,"R",2800,"A",,"R",129,"R",328,"R",457,"R",1396,"R",870,"R",427,"R",30
233921,1,1,0,0,0,0,1,2,0,-2,0,0,1,0,1,0,1,1,1,1,0,0,2,0,0,1,1,8,1,0,1,2,1,3,1,1,3,1,1,1,2,"R",11076,"R",7350,"R",7461,"R",5366,"R",2835,"R",2093,"R",11,"R",9,2,"R",4787,"R",96,"B",,"B",,"R",540,"R",630,"R",560,"R",660,"B",,"B",,"B",,"B",,"B",,"B",,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,104,1,104,1,104,1,104,-2,-2,1,1,"R",40,"R",45,"B",,1,1,1,1,1,1,1,1,1,"R",8921,1,"R",15,"R",2064,"R",2082,"A",,"R",2846,"R",2102,"R",4948,"R",18426,"R",12827,"R",4928,"R",20
233949,1,1,-2,1,0,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,8,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,2,-2,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
234030,0,1,1,1,0,0,1,2,0,-2,0,0,0,1,1,1,1,1,1,1,0,0,2,0,0,1,1,8,1,0,1,2,1,2,1,1,2,1,1,1,1,"R",3269,"R",5257,"R",2419,"R",3786,"R",1207,"R",1810,"R",10,"R",21,1,"R",2899,"R",95,"R",357,"R",12,"R",470,"R",590,"R",460,"R",580,"R",18,"R",23,"B",,"B",,"B",,"B",,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,2,-2,1,110,1,110,1,110,-2,-2,1,1,"R",30,"R",50,"R",80,1,1,1,1,1,1,1,1,1,"R",4122,1,"R",19,"R",3873,"R",2850,"A",,"R",1217,"R",1831,"R",3048,"R",8526,"R",6205,"R",3017,"R",31
234076,0,1,1,1,0,0,1,2,0,-2,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,8,1,0,1,2,2,2,1,1,2,3,1,3,2,"R",6883,"R",7744,"R",2740,"R",3035,"R",1417,"R",1681,"R",2,"R",2,2,"R",3066,"R",99,"B",,"B",,"R",600,"R",710,"R",630,"R",720,"B",,"B",,"B",,"B",,"B",,"B",,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,-2,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,102,1,102,1,102,1,102,-2,-2,1,1,"R",40,"R",40,"R",65,1,1,1,1,1,1,1,1,1,"R",6457,1,"R",21,"R",2711,"R",2880,"A",,"R",1419,"R",1683,"R",3102,"R",14627,"R",5775,"R",3098,"R",4
234085,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,8,1,0,2,2,1,1,1,1,2,3,1,1,2,"R",1567,"R",144,"R",743,"R",106,"R",392,"R",44,"R",0,"R",0,2,"R",366,"R",84,"R",92,"R",21,"R",520,"R",610,"R",530,"R",620,"R",22,"R",26,"B",,"B",,"B",,"B",,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,106,1,106,1,106,1,106,-2,-2,1,1,"R",35,"A",,"A",,1,1,2,2,2,2,2,1,1,"R",1365,1,"R",21,"R",1612,"R",3654,"A",,"R",392,"R",44,"R",436,"R",1711,"R",849,"R",436,"R",0
234119,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,1,1,-2,1,0,-2,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,1,"R",100,"A",,"A",,1,1,-2,-2,1,1,-2,-2,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
234155,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,1,1,1,0,0,0,2,0,0,1,1,8,1,0,1,2,1,2,1,2,1,3,1,1,1,"R",1409,"R",2231,"R",1018,"R",1734,"R",479,"R",650,"R",2,"R",2,1,"R",1088,"R",96,"R",40,"R",4,"R",360,"R",450,"R",350,"R",440,"R",14,"R",19,"R",14,"R",19,"R",12,"R",19,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,140,1,140,1,140,1,140,-2,-2,1,1,"R",25,"R",25,"A",,1,1,1,2,1,1,1,1,1,"R",1931,1,"R",19,"R",3464,"R",2544,"A",,"R",481,"R",652,"R",1133,"R",3640,"R",2752,"R",1129,"R",4
234164,0,1,0,0,0,0,4,-2,-2,54,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,1,1,8,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,140,1,140,2,-2,1,140,-2,-2,1,1,"R",25,"R",25,"R",25,1,1,1,1,1,1,2,2,1,"R",708,2,"A",,"R",2536,"R",2700,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
234173,0,1,0,0,0,0,4,-2,-2,71,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,8,1,0,2,2,1,2,1,1,2,3,1,1,2,"R",476,"R",669,"R",359,"R",558,"R",132,"R",220,"R",0,"R",4,2,"R",343,"R",97,"R",90,"R",25,"R",450,"R",540,"R",430,"R",540,"R",17,"R",22,"R",16,"R",22,"R",16,"R",20,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,-2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,2,-2,1,192,1,192,1,192,-2,-2,4,1,"R",40,"A",,"A",,1,1,2,2,1,1,2,2,1,"R",562,2,"A",,"A",,"A",,"R",6150,"R",132,"R",224,"R",356,"R",1145,"R",917,"R",352,"R",4
234191,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,2,0,-2,1,0,-2,1,0,1,2,3,3,2,3,2,3,3,3,2,"R",4,"R",57,"R",3,"R",42,"R",3,"R",42,"R",0,"R",0,3,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,1,"R",150,"A",,"A",,1,1,-2,-2,1,1,-2,-2,2,"A",,3,"A",,"A",,"A",,"A",,"R",3,"R",42,"R",45,"R",61,"R",45,"R",45,"R",0
234207,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,1,1,8,1,0,1,2,1,3,1,2,2,2,1,2,2,"R",1614,"R",1571,"R",483,"R",512,"R",230,"R",223,"R",0,"R",0,2,"R",346,"R",76,"R",79,"R",17,"R",650,"R",730,"R",650,"R",730,"R",28,"R",31,"B",,"B",,"B",,"B",,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,-2,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,192,1,192,1,192,1,192,-2,-2,1,1,"R",40,"A",,"R",50,1,1,2,1,2,2,2,2,1,"R",1263,2,"A",,"R",2890,"R",3400,"A",,"R",230,"R",223,"R",453,"R",3185,"R",995,"R",453,"R",0
234216,0,1,-2,0,0,0,2,-2,-2,-2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,-2,1,0,-2,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,2,1,"R",50,"A",,"A",,1,1,-2,-2,1,1,-2,2,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
234225,1,0,-2,0,1,0,1,5,0,-2,1,0,0,0,-2,-2,-2,-2,-2,-2,-2,0,2,0,-2,0,1,8,1,0,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,5,2,"A",,"A",,"A",,1,1,-2,-2,1,1,-2,2,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
234359,1,0,-2,0,1,1,1,2,0,-2,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,-2,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,7,2,"A",,"A",,"A",,1,1,2,-2,2,2,2,-2,1,"R",426,1,"R",19,"A",,"A",,"R",33600,"A",,"A",,"A",,"A",,"A",,"A",,"A",
234377,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,8,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,0,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,2,-2,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
234401,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,1,0,0,0,0,0,0,0,0,2,0,-2,1,0,-2,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,5,1,"R",150,"A",,"A",,1,1,-2,-2,1,1,-2,2,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
234492,1,1,0,0,0,0,2,-2,-2,-2,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,7,1,0,2,2,1,3,1,3,2,2,2,1,1,"R",526,"R",447,"R",334,"R",230,"R",278,"R",187,"R",44,"R",33,3,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,2,1,"R",50,"A",,"A",,1,1,2,2,1,1,2,2,1,"R",526,3,"A",,"R",6300,"A",,"A",,"R",322,"R",220,"R",542,"R",973,"R",564,"R",465,"R",77
234650,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,1,0,0,0,0,0,0,0,0,2,0,-2,0,0,-2,0,1,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,5,1,"R",100,"A",,"A",,1,1,-2,-2,2,2,-2,2,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
234669,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,7,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,0,0,0,1,2,-2,2,-2,2,-2,2,-2,-2,-2,2,2,"A",,"A",,"A",,1,1,2,-2,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
234687,1,1,-2,0,0,1,2,-2,-2,-2,1,1,0,1,0,0,0,0,0,0,0,0,2,0,-2,1,0,-2,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,6,2,"A",,"A",,"A",,1,1,-2,-2,2,2,-2,-2,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
234696,1,1,-2,1,1,0,1,2,0,-2,1,1,1,1,0,0,0,0,0,0,0,0,1,-1,-1,1,1,7,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,2,1,"R",35,"A",,"A",,1,1,2,-2,1,1,2,2,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
234711,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,7,0,0,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,2,1,"R",10,"A",,"A",,1,1,2,-2,1,1,2,1,1,"R",150,1,"R",19,"A",,"A",,"R",4620,"A",,"A",,"A",,"A",,"A",,"A",,"A",
