unitid,peo1istr,peo2istr,peo3istr,peo4istr,peo5istr,peo6istr,cntlaffi,pubprime,pubsecon,relaffil,level1,level2,level3,level4,level5,level6,level7,level8,level9,level10,level11,level12,fopna,fopna1,fopna2,accrd1,accrd2,regaccrd,accrd3,accrd4,saccr,openadmp,admcon1,admcon2,admcon3,admcon4,admcon5,admcon6,admcon7,admcon8,appdate,"xapplcnm",applcnm,"xapplcnw",applcnw,"xadmssnm",admssnm,"xadmssnw",admssnw,"xenrlftm",enrlftm,"xenrlftw",enrlftw,"xenrlptm",enrlptm,"xenrlptw",enrlptw,satactdt,"xsatnum",satnum,"xsatpct",satpct,"xactnum",actnum,"xactpct",actpct,"xsatvr25",satvr25,"xsatvr75",satvr75,"xsatmt25",satmt25,"xsatmt75",satmt75,"xactcm25",actcm25,"xactcm75",actcm75,"xacten25",acten25,"xacten75",acten75,"xactmt25",actmt25,"xactmt75",actmt75,credits1,credits2,credits3,credits4,slo1,slo2,slo3,slo4,slo5,slo51,slo52,slo53,slo6,slo7,slo8,slo81,slo82,slo83,slo9,yrscoll,stusrv1,stusrv2,stusrv3,stusrv4,stusrv8,stusrv9,libfac,athassoc,assoc1,assoc2,assoc3,assoc4,assoc5,assoc6,sport1,confno1,sport2,confno2,sport3,confno3,sport4,confno4,insttoyr,pctpost,calsys,apfee,"xappfeeu",applfeeu,"xappfeeg",applfeeg,"xappfeep",applfeep,ftstu,ft_ug,ft_ftug,ft_gd,ft_fp,ptstu,pt_ug,pt_ftug,pt_gd,tuitvary,room,"xroomcap",roomcap,board,"xmealswk",mealswk,"xroomamt",roomamt,"xbordamt",boardamt,"xrmbdamt",rmbrdamt,"xenrlm",enrlm,"xenrlw",enrlw,"xenrlt",enrlt,"xapplcn",applcn,"xadmssn",admssn,"xenrlft",enrlft,"xenrlpt",enrlpt
236513,1,1,0,1,1,0,1,2,0,-2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,-2,1,1,7,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,-2,1,1,1,1,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,2,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
236531,1,0,0,0,0,0,2,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,0,0,2,-2,-2,1,0,-2,1,0,1,2,3,3,3,3,3,3,3,3,2,"R",29,"R",72,"R",29,"R",72,"R",29,"R",72,"R",0,"R",0,2,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,"R",100,"A",,"A",,1,1,1,2,2,2,2,2,2,2,2,"A",,3,"A",,"A",,"A",,"A",,"R",29,"R",72,"R",101,"R",101,"R",101,"R",101,"Z",0
236559,1,0,0,0,0,0,3,-2,-2,-2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,-2,1,0,-2,1,0,1,2,3,3,1,3,1,1,3,3,2,"B",,"R",61,"B",,"R",20,"B",,"R",14,"B",,"R",1,1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,2,1,"R",50,"A",,"A",,1,1,1,2,2,1,1,1,2,2,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"R",15,"R",15,"R",61,"R",20,"R",14,"R",1
236577,0,1,1,0,0,0,4,-2,-2,64,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,7,1,0,1,2,1,3,1,2,1,3,1,1,2,"R",451,"R",1093,"R",445,"R",1055,"R",189,"R",412,"R",0,"R",2,2,"R",549,"R",91,"R",198,"R",33,"R",520,"R",630,"R",500,"R",620,"A",,"A",,"A",,"A",,"A",,"A",,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,156,2,-2,1,156,-2,-2,2,1,"R",45,"R",50,"A",,1,1,1,1,2,1,1,1,1,2,1,"R",1778,1,"R",20,"R",3516,"R",3144,"A",,"R",189,"R",414,"R",603,"R",1544,"R",1500,"R",601,"R",2
236595,0,1,0,0,0,0,4,-2,-2,30,0,0,0,1,1,1,1,1,1,1,0,0,2,-2,-2,1,1,7,1,0,1,2,1,2,1,1,1,3,1,1,2,"R",1030,"R",1921,"R",802,"R",1617,"R",269,"R",410,"R",0,"R",0,2,"R",605,"R",89,"R",217,"R",32,"R",500,"R",610,"R",500,"R",620,"R",23,"R",29,"R",22,"R",30,"R",22,"R",28,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,156,2,-2,1,156,-2,-2,2,1,"R",45,"R",55,"R",50,1,1,1,1,1,1,1,1,1,2,1,"R",1555,2,"A",,"R",4302,"R",3600,"A",,"R",269,"R",410,"R",679,"R",2951,"R",2419,"R",679,"Z",0
236610,1,1,0,1,1,1,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,-2,-2,1,1,7,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,0,0,0,1,2,-2,2,-2,2,-2,2,-2,-2,-2,2,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
236638,1,1,0,1,1,1,1,2,0,-2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,-2,1,1,7,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,2,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,1,1,"R",140,3,"A",,"R",3450,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
236656,1,1,0,1,1,1,1,2,0,-2,1,1,1,1,0,0,0,0,0,0,0,0,2,-2,-2,1,1,7,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,-2,1,1,1,1,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,2,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
236674,1,0,0,0,0,0,2,-2,-2,-2,1,0,0,0,0,0,0,0,0,0,0,0,2,-2,-2,0,0,-2,1,0,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,0,0,1,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,2,"A",,"A",,"A",,2,2,2,2,2,1,1,1,2,2,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
236692,1,1,0,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,-2,-2,1,1,7,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,2,1,"R",10,"A",,"A",,1,1,1,2,2,1,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
236708,1,1,0,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,-2,-2,1,1,7,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,-2,1,1,1,1,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,2,1,"R",10,"A",,"A",,1,1,1,2,2,1,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
236744,1,0,0,0,0,0,2,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,0,0,2,-2,-2,1,0,-2,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,2,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
236753,1,1,0,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,-2,-2,1,1,7,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,2,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
236887,1,1,0,1,1,1,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,-2,1,1,7,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,0,0,0,1,2,-2,2,-2,2,-2,2,-2,-2,-2,2,1,"R",40,"A",,"A",,1,1,1,2,2,1,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
236896,0,1,0,0,0,0,4,-2,-2,95,0,0,1,0,1,0,1,0,0,0,0,0,2,-2,-2,1,1,7,1,0,1,2,1,2,1,2,1,3,1,1,2,"R",219,"R",238,"R",188,"R",203,"R",164,"R",174,"R",2,"B",,1,"A",,"A",,"R",192,"R",67,"A",,"A",,"A",,"A",,"R",20,"R",31,"R",24,"R",27,"R",19,"R",29,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,4,1,1,1,1,1,0,1,1,0,0,0,0,1,0,2,-2,2,-2,2,-2,2,-2,-2,-2,2,1,"R",30,"R",50,"A",,1,1,1,1,2,1,1,1,1,2,1,"R",950,2,"A",,"R",2103,"R",1341,"A",,"R",166,"R",174,"R",340,"R",457,"R",391,"R",338,"R",2
236939,0,1,1,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,0,1,1,0,0,2,-2,-2,1,1,7,1,0,1,2,1,3,1,1,3,3,1,1,2,"R",4217,"R",4715,"R",3092,"R",3793,"R",1303,"R",1470,"R",9,"R",8,2,"R",2568,"R",92,"R",602,"R",22,"R",480,"R",580,"R",470,"R",590,"A",,"A",,"A",,"A",,"A",,"A",,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,-2,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,127,1,127,1,127,1,127,-2,-2,1,1,"R",35,"R",35,"R",35,1,1,1,1,1,1,1,1,1,1,1,"R",4711,2,"A",,"R",2744,"R",3084,"A",,"R",1312,"R",1478,"R",2790,"R",8932,"R",6885,"R",2773,"R",17
236948,0,1,1,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,0,1,1,1,0,2,-2,-2,1,1,7,0,0,1,2,1,2,1,1,3,3,1,1,2,"R",7510,"R",8123,"R",4837,"R",5950,"R",2223,"R",2556,"R",40,"R",27,2,"R",4575,"R",94,"A",,"A",,"R",510,"R",630,"R",550,"R",660,"A",,"A",,"A",,"A",,"A",,"A",,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,127,1,127,1,127,1,127,-2,-2,2,1,"R",35,"R",50,"R",50,1,1,1,1,1,1,1,1,1,1,1,"R",5500,2,"A",,"R",3240,"R",4389,"A",,"R",2263,"R",2583,"R",4846,"R",15633,"R",10787,"R",4779,"R",67
236975,1,1,0,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,-2,-2,1,1,7,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,2,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
236993,1,0,0,0,0,0,2,-2,-2,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,-2,-2,1,0,-2,1,0,1,2,3,3,1,3,3,3,3,3,1,"R",8,"R",65,"R",8,"R",65,"R",8,"R",65,"R",0,"R",0,1,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,2,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,2,2,"A",,3,"A",,"A",,"A",,"A",,"R",8,"R",65,"R",73,"R",73,"R",73,"R",73,"Z",0
237011,0,1,1,1,0,0,1,2,0,-2,0,0,0,0,1,0,1,0,0,0,0,0,2,-2,-2,1,1,7,1,0,1,2,1,2,1,1,3,3,1,1,2,"R",3116,"R",4348,"R",2160,"R",3390,"R",918,"R",1289,"R",12,"R",7,2,"R",2133,"R",96,"R",543,"R",24,"R",490,"R",610,"R",500,"R",600,"R",20,"R",26,"A",,"A",,"A",,"A",,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,213,1,213,2,-2,1,213,-2,-2,2,1,"R",36,"R",36,"A",,1,1,1,1,2,1,1,1,1,1,1,"R",3826,1,"R",21,"R",3723,"R",1924,"A",,"R",930,"R",1296,"R",2226,"R",7464,"R",5550,"R",2207,"R",19
237039,1,1,0,1,1,1,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,-2,-2,1,1,7,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,-2,1,1,1,0,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,2,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
237057,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,0,0,0,0,0,0,2,-2,-2,0,1,7,0,0,2,2,1,2,1,1,1,3,1,1,2,"R",900,"R",1200,"R",470,"R",690,"R",149,"R",230,"R",0,"R",0,2,"R",315,"R",83,"R",64,"R",17,"R",610,"R",710,"R",620,"R",720,"R",27,"R",32,"A",,"A",,"A",,"A",,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,-2,0,1,1,0,0,0,1,1,1,0,0,0,0,0,2,-2,1,205,1,205,1,205,-2,-2,1,1,"R",45,"A",,"A",,1,1,1,2,2,1,1,2,2,2,1,"R",840,1,"R",21,"R",3000,"R",3550,"A",,"R",149,"R",230,"R",379,"R",2100,"R",1160,"R",379,"Z",0
237066,0,1,0,0,0,0,4,-2,-2,66,0,0,0,0,1,0,1,0,0,0,0,0,2,-2,-2,1,1,7,0,0,1,2,1,1,1,2,1,3,1,1,2,"R",812,"R",996,"R",577,"R",738,"R",201,"R",232,"B",,"B",,2,"R",381,"R",88,"R",113,"R",26,"R",525,"R",630,"R",510,"R",620,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,205,1,205,1,205,1,205,-2,-2,4,1,"R",25,"R",25,"A",,1,1,1,1,2,1,1,2,1,2,1,"R",1046,2,"A",,"R",3300,"R",2750,"A",,"R",201,"R",232,"R",433,"R",1808,"R",1315,"R",433,"Z",0
237109,1,1,0,1,1,0,1,2,1,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,-2,-2,1,1,7,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,2,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,1,1,"R",216,1,"R",19,"A",,"A",,"R",3675,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
237118,0,1,0,0,0,0,4,-2,-2,52,1,1,1,0,1,0,1,0,0,0,0,0,2,-2,-2,1,1,5,0,0,1,2,1,3,1,2,2,2,1,1,2,"R",342,"R",616,"R",199,"R",566,"R",42,"R",69,"R",0,"R",0,1,"R",42,"R",27,"R",140,"R",90,"R",470,"R",570,"R",410,"R",530,"R",18,"R",27,"R",17,"R",24,"R",16,"R",18,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,163,1,163,1,163,-2,-2,1,1,"R",10,"R",35,"A",,1,1,1,1,2,1,1,1,1,2,1,"R",559,2,"A",,"R",2540,"R",2690,"A",,"R",42,"R",69,"R",111,"R",958,"R",765,"R",111,"Z",0
237127,1,0,0,0,0,0,2,-2,-2,-2,0,1,0,1,0,0,0,0,0,0,0,0,2,-2,-2,1,0,-2,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,7,1,"R",100,"A",,"A",,1,1,1,2,2,2,2,2,2,2,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
237136,0,1,0,0,0,0,4,-2,-2,54,0,1,1,0,1,0,0,0,0,0,0,0,2,-2,-2,1,1,5,1,0,1,2,1,2,1,2,1,3,1,1,2,"R",59,"R",77,"R",34,"R",43,"R",28,"R",39,"R",6,"R",4,2,"R",20,"R",26,"R",57,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,0,0,1,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",10,"A",,"A",,1,1,1,2,2,1,1,1,2,2,1,"R",230,1,"R",21,"R",1460,"R",2080,"A",,"R",34,"R",43,"R",77,"R",136,"R",77,"R",67,"R",10
237145,1,0,0,0,0,0,3,-2,-2,-2,0,1,0,0,0,0,0,0,0,0,0,0,2,-2,-2,1,0,-2,1,0,1,2,2,2,1,3,1,3,1,3,2,"R",4,"R",88,"R",0,"R",24,"R",0,"R",21,"R",0,"R",0,2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,1,"R",15,"A",,"A",,1,1,1,2,2,2,2,2,2,2,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"R",21,"R",21,"R",92,"R",24,"R",21,"Z",0
237154,1,1,0,0,1,0,3,-2,-2,-2,0,1,1,0,1,0,1,0,0,0,0,0,2,-2,-2,1,1,5,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,2,-2,1,112,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,1,1,2,1,1,1,1,2,1,"R",192,1,"R",19,"R",2502,"R",2500,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
237172,1,0,0,0,1,1,1,4,0,-2,0,1,0,1,0,0,0,0,0,0,0,0,2,-2,-2,1,1,6,1,0,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",15,"A",,"A",,1,1,1,2,2,1,1,1,2,2,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
237181,0,1,0,0,0,0,4,-2,-2,61,0,0,0,0,1,0,0,0,0,0,0,0,2,-2,-2,1,1,5,1,0,1,2,1,1,1,1,1,2,1,1,2,"R",596,"R",572,"R",397,"R",440,"R",143,"R",149,"R",0,"R",0,2,"R",203,"R",70,"R",180,"R",62,"R",470,"R",560,"R",460,"R",560,"R",20,"R",26,"A",,"A",,"A",,"A",,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,194,1,194,1,194,1,194,-2,-2,4,1,"R",25,"A",,"A",,1,1,1,2,2,1,1,1,2,2,1,"R",850,1,"R",19,"R",3000,"R",3000,"A",,"R",143,"R",149,"R",292,"R",1168,"R",837,"R",292,"Z",0
237215,1,1,0,0,1,0,1,2,0,-2,0,1,1,0,1,0,0,0,0,0,0,0,2,-2,-2,1,1,5,1,0,1,2,3,3,1,2,3,3,1,2,1,"R",411,"R",610,"R",410,"R",602,"R",154,"R",238,"R",48,"R",52,1,"A",,"A",,"R",296,"R",61,"A",,"A",,"A",,"A",,"R",15,"R",20,"R",14,"R",21,"R",14,"R",18,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,163,1,163,1,163,-2,-2,1,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"R",202,"R",290,"R",492,"R",1021,"R",1012,"R",392,"R",100
237242,1,1,0,1,1,1,1,5,2,-2,1,1,0,1,0,0,0,0,0,0,0,0,2,-2,-2,1,1,6,1,0,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,2,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
