UNITID,PEO1ISTR,PEO2ISTR,PEO3ISTR,PEO4ISTR,PEO5ISTR,PEO6ISTR,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL9,LEVEL10,LEVEL11,LEVEL12,OPENADMP,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,APPDATE,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,SATACTDT,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75,CREDITS1,CREDITS2,CREDITS3,CREDITS4,SLO3,SLO5,SLO51,SLO52,SLO53,SLO6,SLO7,SLO8,SLO81,SLO82,SLO83,SLO9,YRSCOLL,STUSRV1,STUSRV2,STUSRV3,STUSRV4,STUSRV8,STUSRV9,LIBFAC,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4,PCTPOST,CALSYS,APFEE,XAPPFEEU,APPLFEEU,XAPPFEEG,APPLFEEG,XAPPFEEP,APPLFEEP,FT_UG,FT_FTUG,FT_GD,FT_FP,PT_UG,PT_FTUG,PT_GD,PT_FP,TUITVARY,ROOM,XROOMCAP,ROOMCAP,BOARD,XMEALSWK,MEALSWK,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,ALLONCAM,XENRLM,ENRLM,XENRLW,ENRLW,XENRLT,ENRLT,XAPPLCN,APPLCN,XADMSSN,ADMSSN,XENRLFT,ENRLFT,XENRLPT,ENRLPT  
221397,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,3,3,1,3,3,3,1,1,3,2,"R",811,"R",1428,"R",811,"R",1428,"R",378,"R",554,"R",104,"R",137,2,"R",17,"R",2,"R",845,"R",81,"R",363,"R",538,"R",340,"R",530,"R",16,"R",21,"R",16,"R",19,"R",17,"R",21,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,1,"R",10,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",482,"R",691,"R",1173,"R",2240,"R",2240,"R",932,"R",241
221430,1,0,-2,0,0,0,1,2,0,-2,1,1,0,1,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,3,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,7,2,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
221485,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,3,3,1,3,3,1,1,1,-1,2,"R",1372,"R",2194,"R",807,"R",1314,"R",634,"R",984,"R",173,"R",330,1,"B",.,"B",.,"R",1256,"R",59,"B",.,"B",.,"B",.,"B",.,"R",14,"R",18,"R",13,"R",19,"R",14,"R",17,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,1,"R",5,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",807,"R",1314,"R",2121,"R",3566,"R",2121,"R",1618,"R",503
221494,1,0,-2,0,0,0,1,2,0,-2,1,1,0,1,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,3,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,7,2,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
221519,0,1,0,0,0,0,4,-2,-2,73,0,0,0,0,1,1,1,0,1,1,1,0,2,1,2,1,1,1,2,1,1,-1,2,"R",955,"R",1072,"R",595,"R",763,"R",179,"R",242,"R",0,"R",0,2,"R",360,"R",86,"R",219,"R",52,"R",588,"R",670,"R",570,"R",660,"R",25,"R",29,"B",.,"B",.,"B",.,"B",.,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,-2,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,198,1,198,1,198,1,198,-2,1,1,"R",45,"R",25,"R",25,1,1,1,1,1,2,1,1,2,1,"R",1288,1,"R",21,"R",3860,"R",3690,"A",.,1,"R",179,"R",242,"R",421,"R",2027,"R",1358,"R",421,"R",0
221582,1,0,-2,0,0,0,1,2,0,-2,1,1,0,1,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,3,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,7,2,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
221591,1,0,-2,0,1,1,1,2,0,-2,1,1,0,1,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,1,0,3,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,7,2,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
221607,1,0,-2,0,0,0,1,2,0,-2,1,1,0,1,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,3,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,7,2,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
221616,1,0,-2,0,0,0,1,2,0,-2,1,1,0,1,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,0,1,0,0,3,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,7,2,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
221625,1,0,-2,0,0,0,1,2,0,-2,1,1,0,1,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,3,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,7,2,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
221634,1,0,-2,0,0,0,1,2,0,-2,1,1,0,1,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,3,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,7,2,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
221643,1,1,-2,1,1,0,1,2,9,-2,1,0,1,0,0,0,0,0,0,0,0,0,2,3,3,1,3,3,3,1,1,-1,2,"R",1076,"R",1257,"R",875,"R",1004,"R",538,"R",529,"R",149,"R",172,2,"R",24,"R",1,"R",496,"R",35,"R",390,"R",550,"R",430,"R",520,"R",16,"R",21,"R",16,"R",22,"R",16,"R",20,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,1,"R",10,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",687,"R",701,"R",1388,"R",2333,"R",1879,"R",1067,"R",321
221661,0,1,1,0,0,0,4,-2,-2,95,0,1,1,0,1,0,1,0,0,0,0,0,2,1,3,1,2,3,2,1,1,3,2,"R",640,"R",851,"R",462,"R",636,"R",258,"R",334,"R",7,"R",6,2,"R",279,"R",46,"R",441,"R",73,"R",410,"R",540,"R",410,"R",500,"R",19,"R",24,"R",19,"R",25,"R",17,"R",24,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,1,"R",25,"R",25,"A",.,1,1,1,2,1,1,1,2,2,1,"R",1749,2,"A",.,"R",2480,"R",2000,"A",.,1,"R",265,"R",340,"R",605,"R",1491,"R",1098,"R",592,"R",13
221670,0,1,1,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,0,0,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,2,1,"A",.,"A",.,"R",50,2,2,2,1,2,2,2,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
221731,0,1,0,0,0,0,4,-2,-2,71,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3,1,3,1,3,1,1,-1,2,"R",176,"R",339,"R",134,"R",265,"R",67,"R",100,"R",2,"R",0,2,"R",10,"R",6,"R",151,"R",89,"R",400,"R",502,"R",462,"R",547,"R",18,"R",23,"R",18,"R",24,"R",17,"R",23,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,2,-2,1,316,1,316,1,316,-2,1,1,"R",25,"A",.,"A",.,1,1,2,2,1,1,2,2,2,1,"R",327,2,"A",.,"A",.,"A",.,"R",5100,1,"R",69,"R",100,"R",169,"R",515,"R",399,"R",167,"R",2
221740,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,1,1,0,0,0,2,1,3,1,2,3,4,1,1,-1,2,"R",1387,"R",2195,"R",1150,"R",1873,"R",587,"R",580,"R",8,"R",9,2,"R",136,"R",9,"R",1312,"R",90,"B",.,"B",.,"B",.,"B",.,"R",19,"R",23,"R",19,"R",24,"R",18,"R",22,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,131,1,131,2,-2,1,131,-2,1,1,"R",25,"R",25,"A",.,1,1,1,2,1,1,1,2,1,1,"R",2975,2,"A",.,"R",4084,"R",2390,"A",.,1,"R",595,"R",589,"R",1454,"R",3582,"R",3023,"R",1437,"R",17
221759,0,1,1,1,0,0,1,2,0,-2,0,0,0,0,1,1,1,1,1,1,1,0,2,1,1,1,1,3,3,1,1,3,1,"R",4999,"R",5833,"R",2271,"R",2522,"R",2106,"R",2289,"R",14,"R",13,1,"R",1947,"R",44,"R",3859,"R",87,"R",500,"R",610,"R",500,"R",610,"R",22,"R",27,"R",21,"R",28,"R",21,"R",27,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,130,1,130,1,130,1,130,-2,1,1,"R",25,"R",35,"R",15,1,1,1,1,1,1,1,1,1,1,"R",7000,2,"A",.,"R",3006,"R",2376,"A",.,2,"R",2120,"R",2302,"R",4422,"R",10832,"R",4793,"R",4395,"R",27
221768,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,1,0,0,0,0,0,2,1,2,1,1,3,3,1,1,3,2,"R",1078,"R",1543,"R",861,"R",1323,"R",514,"R",718,"R",11,"R",18,2,"B",.,"B",.,"R",1122,"R",90,"B",.,"B",.,"B",.,"B",.,"R",19,"R",24,"R",19,"R",25,"R",17,"R",23,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,126,1,126,1,126,1,126,-2,1,1,"R",25,"R",25,"A",.,1,1,1,2,1,1,1,2,1,1,"R",1949,2,"A",.,"R",2000,"R",2200,"A",.,1,"R",525,"R",736,"R",1261,"R",2938,"R",2184,"R",1232,"R",29
221795,1,1,0,0,0,0,2,-2,-2,-2,0,0,1,0,1,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,1,"R",100,"A",.,"A",.,1,1,2,2,1,1,2,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
221829,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,1,"R",100,"A",.,"A",.,1,1,-2,-2,2,2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
221838,0,1,0,0,0,0,1,2,0,-2,0,0,1,0,1,1,1,1,1,0,0,0,2,2,3,1,2,3,3,1,1,-1,2,"R",2460,"R",4490,"R",1987,"R",975,"R",772,"R",433,"B",.,"B",.,2,"R",247,"R",12,"R",1598,"R",75,"R",400,"R",500,"R",410,"R",500,"R",16,"R",20,"R",15,"R",20,"R",15,"R",18,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,-2,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,126,1,126,1,126,1,126,-2,1,1,"R",15,"R",25,"A",.,1,1,1,2,1,1,1,2,1,1,"R",3700,2,"A",.,"R",2380,"R",1810,"A",.,2,"R",772,"R",433,"R",1205,"R",6950,"R",2962,"R",1205,"B",.
221847,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,1,1,0,0,0,2,1,2,1,1,3,3,1,1,-1,2,"R",1821,"R",1471,"R",1398,"R",1077,"R",785,"R",624,"R",5,"R",9,2,"R",200,"R",14,"R",1384,"R",97,"R",490,"R",600,"R",500,"R",630,"R",20,"R",26,"R",20,"R",26,"R",19,"R",25,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,126,1,126,1,126,1,126,-2,1,1,"R",15,"R",25,"A",.,1,1,1,2,1,1,1,2,1,1,"R",2640,1,"R",19,"R",2700,"R",3120,"A",.,1,"R",790,"R",633,"R",1423,"R",3292,"R",2475,"R",1409,"R",14
221856,0,1,1,0,0,0,4,-2,-2,54,0,0,1,0,1,0,1,0,0,0,0,0,2,1,1,1,2,1,3,1,1,-1,2,"R",151,"R",181,"R",97,"R",77,"R",58,"R",52,"R",0,"R",0,2,"R",36,"R",32,"R",61,"R",54,"R",388,"R",588,"R",354,"R",539,"R",14,"R",25,"R",14,"R",26,"R",15,"R",24,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,-2,1,1,1,1,0,0,1,1,0,0,0,0,1,0,2,-2,2,-2,2,-2,2,-2,-2,1,1,"R",30,"R",30,"A",.,1,1,2,2,1,2,1,2,2,1,"R",1018,1,"R",20,"R",2358,"R",3072,"A",.,2,"R",58,"R",52,"R",110,"R",332,"R",174,"R",110,"R",0
221892,0,1,1,0,0,0,4,-2,-2,59,0,0,1,0,1,0,1,0,1,0,0,0,2,1,2,2,3,2,3,1,1,-1,1,"R",340,"R",433,"R",246,"R",293,"R",124,"R",128,"R",0,"R",0,1,"R",92,"R",37,"R",207,"R",82,"B",.,"B",.,"B",.,"B",.,"R",19,"R",26,"R",19,"R",26,"R",17,"R",24,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,2,-2,1,317,1,317,2,-2,-2,1,1,"R",25,"R",25,"A",.,1,1,1,2,1,1,1,2,2,1,"R",733,2,"A",.,"R",2780,"R",3382,"A",.,1,"R",124,"R",128,"R",252,"R",773,"R",539,"R",252,"R",0
221908,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,3,3,1,3,3,3,1,1,3,1,"R",428,"R",497,"R",428,"R",497,"R",373,"R",414,"R",55,"R",83,1,"B",.,"B",.,"R",600,"R",65,"B",.,"B",.,"B",.,"B",.,"R",16,"R",21,"R",15,"R",21,"R",15,"R",19,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,1,"R",10,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",428,"R",497,"R",925,"R",925,"R",925,"R",787,"R",138
221953,0,1,0,0,0,0,4,-2,-2,66,0,0,0,0,1,0,1,0,0,0,0,0,2,1,3,1,3,1,3,1,1,-1,2,"R",1068,"R",901,"R",685,"R",635,"R",147,"R",112,"R",0,"R",0,2,"R",102,"R",42,"R",180,"R",73,"R",410,"R",530,"R",440,"R",523,"R",18,"R",23,"R",17,"R",23,"R",17,"R",23,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,-2,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,160,1,160,1,160,1,160,-2,1,2,"A",.,"A",.,"A",.,1,1,1,2,1,1,1,2,2,1,"R",632,2,"A",.,"A",.,"A",.,"R",6230,1,"R",147,"R",112,"R",259,"R",1969,"R",1320,"R",259,"R",0
221971,1,1,1,0,0,0,4,-2,-2,75,1,0,1,0,1,0,1,1,1,0,0,0,2,1,1,1,3,3,3,1,1,-1,1,"R",411,"R",696,"R",343,"R",585,"R",173,"R",214,"R",14,"R",15,1,"R",117,"R",30,"R",337,"R",86,"R",510,"R",670,"R",490,"R",640,"R",21,"R",27,"R",21,"R",29,"R",19,"R",26,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,0,1,0,0,1,0,2,-2,1,317,1,317,1,317,-2,4,1,"R",25,"R",25,"A",.,1,1,1,2,1,1,1,2,2,1,"R",1090,1,"R",20,"R",3770,"R",2480,"A",.,1,"R",187,"R",229,"R",416,"R",1107,"R",928,"R",387,"R",29
221999,0,1,1,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,1,0,1,1,0,0,2,1,2,1,2,1,1,1,1,-1,2,"R",5304,"R",6359,"R",1952,"R",2163,"R",796,"R",826,"R",0,"R",0,2,"R",1445,"R",89,"R",855,"R",53,"R",630,"R",720,"R",650,"R",740,"R",28,"R",33,"R",29,"R",34,"R",27,"R",33,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,130,1,130,1,130,1,130,-2,1,1,"R",50,"R",40,"R",50,1,1,1,1,1,1,1,1,2,1,"R",4830,2,"A",.,"R",6760,"R",3526,"A",.,1,"R",796,"R",826,"R",1622,"R",11663,"R",4115,"R",1622,"R",0
222026,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,1,"R",100,"A",.,"A",.,1,1,-2,-2,2,2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
222053,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,3,3,1,3,3,3,1,1,3,2,"R",827,"R",1199,"R",827,"R",1199,"R",461,"R",608,"R",102,"R",148,2,"B",.,"B",.,"R",1034,"R",78,"B",.,"B",.,"B",.,"B",.,"R",16,"R",20,"R",15,"R",21,"R",15,"R",19,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,1,"R",10,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",563,"R",756,"R",1319,"R",2026,"R",2026,"R",1069,"R",250
222062,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,2,3,1,3,3,3,1,1,3,2,"R",626,"R",1162,"R",626,"R",1162,"R",434,"R",589,"R",46,"R",83,2,"R",40,"R",1,"R",1100,"R",99,"R",408,"R",540,"R",378,"R",533,"R",16,"R",21,"R",15,"R",22,"R",16,"R",20,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,1,"R",10,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",480,"R",672,"R",1152,"R",1788,"R",1788,"R",1023,"R",129
222099,1,0,-2,0,0,0,2,-2,-2,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,3,3,1,3,3,3,3,3,3,1,"R",7,"R",234,"R",7,"R",234,"R",7,"R",218,"R",0,"R",16,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,1,1,0,0,3,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,7,1,"R",50,"A",.,"A",.,1,1,-2,-2,1,1,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",7,"R",234,"R",241,"R",241,"R",241,"R",225,"R",16
222105,1,0,-2,0,0,0,3,-2,-2,-2,0,1,1,1,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,0,1,0,0,3,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,3,2,"A",.,"A",.,"A",.,1,1,-2,-2,1,1,-2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
