UNITID,PEO1ISTR,PEO2ISTR,PEO3ISTR,PEO4ISTR,PEO5ISTR,PEO6ISTR,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL9,LEVEL10,LEVEL11,LEVEL12,ACCRD1,ACCRD2,REGACCRD,ACCRD3,ACCRD4,SACCR,OPENADMP,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,APPDATE,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,SATACTDT,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75,CREDITS1,CREDITS2,CREDITS3,CREDITS4,SLO1,SLO2,SLO3,SLO4,SLO5,SLO51,SLO52,SLO53,SLO6,SLO7,SLO8,SLO81,SLO82,SLO83,SLO9,YRSCOLL,STUSRV1,STUSRV2,STUSRV3,STUSRV4,STUSRV8,STUSRV9,LIBFAC,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4,INSTTOYR,PCTPOST,CALSYS,APFEE,XAPPFEEU,APPLFEEU,XAPPFEEG,APPLFEEG,XAPPFEEP,APPLFEEP,FT_UG,FT_FTUG,FT_GD,FT_FP,PT_UG,PT_FTUG,PT_GD,PT_FP,TUITVARY,ROOM,XROOMCAP,ROOMCAP,BOARD,XMEALSWK,MEALSWK,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,ALLONCAM,XENRLM,ENRLM,XENRLW,ENRLW,XENRLT,ENRLT,XAPPLCN,APPLCN,XADMSSN,ADMSSN,XENRLFT,ENRLFT,XENRLPT,ENRLPT  
101499,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,8,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,1,"R",128,3,"A",.,"R",2800,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101505,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,8,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101514,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,8,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101541,0,1,0,0,0,0,4,-2,-2,54,0,0,0,0,1,0,0,0,0,0,0,0,1,1,8,1,0,1,2,1,3,1,2,2,3,1,1,2,"B",.,"R",253,"B",.,"R",183,"B",.,"R",71,"B",.,"B",.,2,"R",6,"R",8,"R",70,"R",99,"R",510,"R",600,"R",470,"R",600,"R",19,"R",23,"R",20,"R",24,"R",17,"R",21,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,0,0,0,0,0,1,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",25,"A",.,"A",.,1,1,2,2,1,2,2,2,2,1,"R",249,1,"R",20,"R",3510,"R",2340,"A",.,2,"B",.,"R",71,"R",71,"R",253,"R",183,"R",71,"B",.
101569,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,8,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101587,0,1,0,0,0,0,1,2,0,-2,0,0,1,0,1,0,1,0,0,0,0,0,1,1,8,1,0,1,2,1,3,1,2,3,3,1,1,2,"R",361,"R",330,"R",262,"R",248,"R",144,"R",116,"R",3,"R",1,2,"R",1,"R",1,"R",263,"R",99,"B",.,"B",.,"B",.,"B",.,"R",14,"R",22,"R",8,"R",22,"R",11,"R",20,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,146,1,146,1,146,1,146,-2,-2,1,1,"R",20,"R",20,"A",.,1,1,1,2,1,1,1,2,1,1,"R",893,1,"R",19,"R",1572,"R",1816,"A",.,2,"R",147,"R",117,"R",264,"R",691,"R",510,"R",260,"R",4
101602,1,1,-2,1,1,0,1,2,9,-2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101648,0,1,-2,0,0,1,3,-2,-2,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2,-2,1,112,2,-2,2,-2,-2,-2,1,1,"R",35,"A",.,"A",.,1,1,-2,-2,2,2,-2,-2,1,1,"R",440,1,"R",21,"A",.,"A",.,"R",3000,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101675,0,1,0,0,0,0,4,-2,-2,55,0,0,0,0,1,0,0,0,0,0,0,0,1,1,8,1,0,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,161,1,161,1,161,1,161,-2,-2,1,1,"R",25,"A",.,"A",.,1,1,2,2,1,1,2,2,2,1,"R",650,1,"R",19,"R",3000,"R",2074,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101693,0,1,0,0,0,0,4,-2,-2,75,0,0,1,0,1,0,1,0,0,0,0,0,1,1,8,1,0,1,2,1,2,1,2,3,3,1,1,1,"R",142,"R",271,"R",101,"R",175,"R",69,"R",112,"R",6,"R",17,1,"R",23,"R",10,"R",168,"R",90,"R",350,"R",450,"R",350,"R",450,"R",22,"R",29,"R",22,"R",28,"R",20,"R",25,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,-2,1,1,1,0,0,0,1,1,0,1,0,0,0,0,2,-2,1,337,1,337,1,337,-2,-2,1,1,"R",30,"R",40,"A",.,1,1,1,2,1,1,1,2,2,1,"R",500,2,"A",.,"R",3260,"R",2600,"A",.,2,"R",75,"R",129,"R",204,"R",413,"R",276,"R",181,"R",23
101709,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,1,0,0,0,0,1,1,8,1,0,1,2,1,2,1,2,2,2,1,1,2,"R",403,"R",840,"R",304,"R",678,"R",184,"R",304,"R",2,"R",8,2,"R",0,"R",0,"R",464,"R",93,"B",.,"B",.,"B",.,"B",.,"R",19,"R",24,"R",20,"R",26,"R",17,"R",24,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,146,1,146,2,-2,-2,-2,1,1,"R",25,"R",25,"A",.,1,1,1,2,1,1,1,2,1,1,"R",1314,1,"R",21,"R",2484,"R",1366,"A",.,1,"R",186,"R",312,"R",498,"R",1243,"R",982,"R",488,"R",10
101736,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,1,"R",76,3,"A",.,"R",1675,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101879,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,1,1,0,0,0,0,1,1,8,1,0,1,2,2,2,1,2,3,3,1,1,2,"R",798,"R",1058,"R",642,"R",850,"R",355,"R",470,"R",4,"R",5,2,"B",.,"B",.,"R",802,"R",96,"B",.,"B",.,"B",.,"B",.,"R",18,"R",23,"R",18,"R",25,"R",17,"R",23,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,146,1,146,1,146,1,146,-2,-2,1,1,"R",25,"R",25,"A",.,1,1,1,2,1,1,1,2,1,1,"R",1372,1,"R",14,"R",1960,"R",2180,"A",.,2,"R",359,"R",475,"R",834,"R",1856,"R",1492,"R",825,"R",9
101897,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,8,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101912,0,1,0,0,0,0,4,-2,-2,95,0,0,1,0,1,0,0,0,0,0,0,0,1,1,8,1,0,1,2,1,3,1,2,1,3,1,1,1,"R",403,"R",608,"R",171,"R",307,"R",153,"R",251,"R",0,"R",1,1,"R",234,"R",58,"R",262,"R",65,"R",410,"R",550,"R",380,"R",500,"R",16,"R",21,"R",15,"R",22,"R",15,"R",19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",20,"A",.,"A",.,1,1,2,2,1,1,2,2,2,1,"R",1291,1,"R",19,"R",2692,"R",3682,"A",.,1,"R",153,"R",252,"R",405,"R",1011,"R",478,"R",404,"R",1
101949,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,8,1,0,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101958,1,0,-2,0,0,0,2,-2,-2,-2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-2,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,2,1,"R",90,"A",.,"A",.,1,1,-2,-2,1,1,-2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101994,1,0,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,-2,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,0,1,0,0,3,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
102030,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,8,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,0,0,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
102049,1,1,1,0,0,0,4,-2,-2,54,0,1,1,0,1,0,1,1,1,1,0,0,1,1,8,0,0,1,2,1,2,1,1,1,3,1,1,1,"R",706,"R",1368,"R",604,"R",1255,"R",256,"R",424,"R",1,"R",1,1,"R",353,"R",52,"R",551,"R",81,"R",510,"R",630,"R",520,"R",630,"R",22,"R",28,"R",22,"R",29,"R",20,"R",27,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,126,1,126,1,126,1,126,-2,-2,4,1,"R",25,"R",25,"R",50,1,1,1,1,1,1,1,1,2,1,"R",1860,1,"R",19,"R",2944,"R",2824,"A",.,2,"R",257,"R",425,"R",682,"R",2074,"R",1859,"R",680,"R",2
102067,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,8,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
102076,1,1,-2,1,1,0,1,2,0,-2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,1,"R",72,1,"R",15,"R",600,"R",1050,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
102094,1,1,1,1,0,0,1,2,0,-2,1,1,0,1,1,1,1,1,1,1,0,0,1,1,8,1,0,1,2,1,3,1,2,3,3,1,1,2,"R",1254,"R",1758,"R",954,"R",1345,"R",553,"R",725,"R",65,"R",79,1,"B",.,"B",.,"R",723,"R",92,"B",.,"B",.,"B",.,"B",.,"R",20,"R",25,"R",20,"R",26,"R",18,"R",24,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,134,1,134,1,134,-2,-2,1,1,"R",25,"R",25,"R",50,1,1,1,1,1,1,1,2,1,1,"R",2000,1,"R",16,"R",2352,"R",2098,"A",.,2,"R",618,"R",804,"R",1422,"R",3012,"R",2299,"R",1278,"R",144
102216,1,1,-2,0,1,0,3,-2,-2,-2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-2,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,2,1,"R",25,"A",.,"A",.,1,1,-2,-2,1,1,-2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
102234,1,1,1,0,0,0,4,-2,-2,30,1,1,1,0,1,1,1,0,0,0,0,0,0,1,8,1,0,1,2,1,2,1,1,1,3,1,1,2,"R",437,"R",781,"R",340,"R",631,"R",110,"R",203,"R",0,"R",0,2,"R",124,"R",40,"R",281,"R",90,"R",510,"R",620,"R",490,"R",620,"R",21,"R",27,"R",21,"R",29,"R",19,"R",26,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,0,1,0,0,0,0,2,-2,1,337,1,337,1,337,-2,-2,1,1,"R",25,"R",25,"A",.,1,1,1,2,1,1,1,2,2,1,"R",866,2,"A",.,"R",3640,"R",3552,"A",.,1,"R",110,"R",203,"R",313,"R",1218,"R",971,"R",313,"R",0
102261,0,1,0,0,0,0,3,-2,-2,-2,0,1,1,1,1,0,0,0,0,0,0,0,1,0,-2,0,0,1,2,1,3,1,3,1,3,1,1,2,"R",70,"R",67,"R",22,"R",14,"R",15,"R",10,"R",7,"R",4,2,"R",1,"R",2,"R",20,"R",55,"R",200,"R",700,"R",200,"R",700,"R",10,"R",15,"R",10,"R",15,"R",10,"R",15,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",25,"A",.,"A",.,1,1,2,2,1,1,2,2,2,1,"R",60,1,"R",10,"A",.,"A",.,"R",4100,2,"R",22,"R",14,"R",36,"R",137,"R",36,"R",25,"R",11
102270,0,1,0,0,0,0,4,-2,-2,66,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,0,0,1,2,1,1,1,2,1,1,1,1,2,"R",1027,"R",1069,"R",462,"R",588,"R",182,"R",166,"R",3,"R",7,2,"R",54,"R",15,"R",245,"R",68,"R",310,"R",420,"R",320,"R",430,"R",15,"R",19,"R",15,"R",17,"R",15,"R",19,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,141,1,141,1,141,1,141,-2,-2,1,1,"R",50,"A",.,"A",.,1,1,2,2,1,1,2,2,2,1,"R",1108,1,"R",20,"R",2400,"R",2549,"A",.,1,"R",185,"R",173,"R",358,"R",2096,"R",1050,"R",348,"R",10
102298,0,1,0,0,0,0,4,-2,-2,76,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,1,0,1,2,1,2,1,2,1,3,1,1,1,"R",715,"R",1208,"R",308,"R",504,"R",63,"R",82,"R",28,"R",9,1,"R",2,"R",1,"R",35,"R",19,"R",330,"R",380,"R",360,"R",400,"R",15,"R",20,"R",14,"R",19,"R",15,"R",18,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",25,"A",.,"A",.,1,1,2,2,1,1,2,2,2,1,"R",660,1,"R",19,"R",1600,"R",2640,"A",.,2,"R",91,"R",91,"R",182,"R",1923,"R",812,"R",145,"R",37
102313,1,0,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,-2,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
102322,0,1,0,0,0,0,1,2,0,-2,0,0,1,0,1,0,1,1,0,0,0,0,1,1,8,1,0,1,2,1,3,1,3,3,3,1,1,2,"R",59,"R",117,"R",40,"R",77,"R",19,"R",42,"R",11,"R",10,2,"B",.,"B",.,"R",43,"R",52,"B",.,"B",.,"B",.,"B",.,"R",20,"R",24,"R",20,"R",26,"R",19,"R",24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",20,"R",20,"A",.,1,1,1,2,1,1,1,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",30,"R",52,"R",82,"R",176,"R",117,"R",61,"R",21
102359,0,1,0,0,0,0,1,2,0,-2,0,0,1,0,1,0,1,1,0,0,0,0,0,1,8,1,0,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",20,"R",20,"A",.,1,1,1,2,1,1,1,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
102368,1,1,1,0,1,0,1,2,0,-2,0,0,1,0,1,0,1,1,0,0,0,0,1,1,8,1,0,1,2,1,3,1,2,3,3,1,1,1,"R",1952,"R",2121,"R",1273,"R",1478,"R",450,"R",565,"R",182,"R",89,1,"B",.,"B",.,"R",921,"R",91,"B",.,"B",.,"B",.,"B",.,"R",17,"R",23,"R",17,"R",25,"R",16,"R",22,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,134,1,135,1,135,1,135,-2,-2,1,1,"R",20,"R",40,"A",.,1,1,1,2,1,1,1,2,1,1,"R",1568,1,"R",19,"R",2300,"R",2512,"A",.,2,"R",632,"R",654,"R",1286,"R",4073,"R",2751,"R",1015,"R",271
