UNITID,PEO1ISTR,PEO2ISTR,PEO3ISTR,PEO4ISTR,PEO5ISTR,PEO6ISTR,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL9,LEVEL10,LEVEL11,LEVEL12,ACCRD1,ACCRD2,REGACCRD,ACCRD3,ACCRD4,SACCR,OPENADMP,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,APPDATE,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,SATACTDT,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75,CREDITS1,CREDITS2,CREDITS3,CREDITS4,SLO1,SLO2,SLO3,SLO4,SLO5,SLO51,SLO52,SLO53,SLO6,SLO7,SLO8,SLO81,SLO82,SLO83,SLO9,YRSCOLL,STUSRV1,STUSRV2,STUSRV3,STUSRV4,STUSRV8,STUSRV9,LIBFAC,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4,INSTTOYR,PCTPOST,CALSYS,APFEE,XAPPFEEU,APPLFEEU,XAPPFEEG,APPLFEEG,XAPPFEEP,APPLFEEP,FT_UG,FT_FTUG,FT_GD,FT_FP,PT_UG,PT_FTUG,PT_GD,PT_FP,TUITVARY,ROOM,XROOMCAP,ROOMCAP,BOARD,XMEALSWK,MEALSWK,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,ALLONCAM,XENRLM,ENRLM,XENRLW,ENRLW,XENRLT,ENRLT,XAPPLCN,APPLCN,XADMSSN,ADMSSN,XENRLFT,ENRLFT,XENRLPT,ENRLPT  
129367,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",20,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
129428,0,1,1,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"A",.,"R",45,"A",.,2,2,1,2,2,2,1,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
129446,1,1,-2,1,0,0,3,-2,-2,-2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,0,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,0,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",40,"A",.,"A",.,1,1,-2,-2,1,1,-2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
129482,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,1,0,-2,1,0,1,2,3,3,2,3,3,2,3,3,1,"R",37,"R",120,"R",25,"R",88,"R",25,"R",88,"B",.,"B",.,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,1,"R",25,"A",.,"A",.,1,1,-2,-2,2,2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",25,"R",88,"R",113,"R",157,"R",113,"R",113,"B",.
129525,1,1,1,1,0,0,3,-2,-2,-2,1,0,1,0,1,0,1,1,1,0,0,0,1,1,3,1,0,1,2,2,2,1,2,2,1,1,1,1,"R",6740,"R",5278,"R",3490,"R",4168,"R",720,"R",720,"R",6,"R",2,1,"R",1102,"R",98,"R",104,"R",9,"R",480,"R",580,"R",490,"R",580,"R",20,"R",25,"B",.,"B",.,"B",.,"B",.,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,101,1,101,1,101,-2,-2,1,1,"R",35,"R",40,"A",.,1,1,1,2,1,1,1,2,2,1,"R",3547,2,"A",.,"R",5548,"R",3448,"A",.,1,"R",726,"R",722,"R",1448,"R",12018,"R",7658,"R",1440,"R",8
129534,0,1,1,0,0,0,4,-2,-2,30,1,0,1,0,1,1,1,1,0,1,0,0,1,1,3,1,0,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",20,"R",20,"R",50,1,1,1,1,1,1,1,2,2,1,"R",70,1,"R",21,"A",.,"A",.,"R",7200,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
129543,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,0,0,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",20,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
129613,0,1,-2,0,0,0,2,-2,-2,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,-2,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,2,1,"R",50,"A",.,"A",.,1,1,-2,-2,1,1,-2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
129640,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,1,0,-2,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,1,0,0,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,2,"A",.,"A",.,"A",.,1,1,-2,-2,1,1,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
129686,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,2,1,2,1,3,1,1,1,1,2,"R",25,"R",9,"R",25,"R",9,"R",10,"R",5,"R",1,"R",1,2,"R",16,"R",94,"R",0,"R",0,"R",400,"R",620,"R",340,"R",590,"B",.,"B",.,"B",.,"B",.,"B",.,"B",.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,0,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",35,"R",35,"A",.,1,1,1,2,1,1,1,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",11,"R",6,"R",17,"R",34,"R",34,"R",15,"R",2
129695,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",20,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
129729,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,-2,1,1,1,1,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",20,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
129756,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",20,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
129774,0,1,0,0,0,0,3,-2,-2,-2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1,0,2,2,1,2,1,2,1,2,1,1,2,"R",458,"R",519,"R",295,"R",303,"R",123,"R",103,"R",1,"R",2,2,"R",204,"R",88,"R",22,"R",9,"R",350,"R",470,"R",330,"R",450,"R",15,"R",17,"B",.,"B",.,"B",.,"B",.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-2,1,1,0,1,1,0,1,1,1,0,0,0,0,0,2,-2,1,170,1,170,1,170,-2,-2,1,1,"R",30,"A",.,"A",.,1,1,2,2,1,1,2,2,2,1,"R",455,1,"R",19,"R",4513,"R",4167,"A",.,2,"R",124,"R",105,"R",229,"R",977,"R",598,"R",226,"R",3
129808,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",20,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
129880,1,1,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,1,0,-2,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,1,"R",25,"A",.,"A",.,1,1,-2,-2,1,1,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
129923,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,1,0,-2,1,0,1,2,3,3,1,3,3,2,3,3,2,"R",688,"R",562,"R",231,"R",190,"R",176,"R",144,"R",0,"R",0,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,1,"R",50,"A",.,"A",.,1,1,-2,-2,2,2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",176,"R",144,"R",320,"R",1250,"R",421,"R",320,"R",0
129932,1,0,-2,0,0,0,2,-2,-2,-2,1,0,0,0,-2,-2,-2,-2,-2,-2,-2,0,1,0,-2,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-2,0,0,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,2,"A",.,"A",.,"A",.,1,1,-2,-2,2,2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
129941,1,1,1,0,0,0,3,-2,-2,-2,1,0,1,0,1,1,1,0,1,0,0,0,1,1,3,1,0,1,2,1,1,1,2,1,2,1,1,2,"R",1346,"R",1326,"R",961,"R",968,"R",307,"R",264,"R",7,"R",12,2,"R",550,"R",93,"B",.,"B",.,"R",450,"R",560,"R",460,"R",570,"B",.,"B",.,"B",.,"B",.,"B",.,"B",.,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,151,1,151,1,151,-2,-2,4,1,"R",50,"R",50,"A",.,1,1,1,2,1,1,1,2,2,1,"R",1414,2,"A",.,"R",5520,"R",3575,"A",.,2,"R",314,"R",276,"R",590,"R",2672,"R",1929,"R",571,"R",19
129969,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,1,0,-2,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,5,1,"R",50,"A",.,"A",.,1,1,-2,-2,2,2,-2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
130004,1,1,-2,0,0,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",20,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
130040,1,1,-2,0,0,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",20,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
130110,1,1,0,0,0,0,2,-2,-2,-2,0,1,1,1,1,0,0,0,0,0,0,0,1,0,-2,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",25,"A",.,"A",.,1,1,2,2,1,1,2,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
130129,1,1,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,1,0,-2,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,1,"R",50,"A",.,"A",.,1,1,-2,-2,1,1,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
130174,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,1,0,-2,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,"R",50,"A",.,"A",.,1,1,-2,-2,1,1,-2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
130183,1,1,0,0,0,0,3,-2,-2,-2,1,0,1,0,1,1,0,0,0,0,0,0,0,1,3,1,0,2,2,2,2,1,2,2,3,2,1,2,"R",647,"R",862,"R",406,"R",579,"R",98,"R",101,"R",2,"R",1,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,323,1,323,1,323,-2,-2,1,1,"R",40,"R",0,"A",.,1,1,2,2,1,1,1,2,2,1,"R",475,1,"R",19,"R",3816,"R",4134,"A",.,2,"R",100,"R",102,"R",202,"R",1509,"R",985,"R",199,"R",3
130217,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",20,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
130226,0,1,1,0,0,0,3,-2,-2,-2,0,0,1,0,1,1,1,0,0,1,0,0,1,1,3,1,0,1,2,1,2,1,1,2,2,1,1,2,"R",3807,"R",6817,"R",2264,"R",3581,"R",503,"R",832,"R",1,"R",0,2,"R",1311,"R",98,"R",186,"R",14,"R",510,"R",590,"R",520,"R",600,"R",21,"R",25,"R",20,"R",25,"R",20,"R",26,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,125,1,125,1,125,-2,-2,1,1,"R",45,"R",45,"R",40,1,1,1,1,1,1,1,1,2,1,"R",3261,1,"R",19,"A",.,"A",.,"R",9900,2,"R",504,"R",832,"R",1336,"R",10624,"R",5845,"R",1335,"R",1
130253,1,1,1,0,0,0,4,-2,-2,30,1,0,1,0,1,1,1,1,1,0,0,0,1,1,3,1,0,1,2,1,1,1,1,1,3,1,1,2,"R",2001,"R",2970,"R",1314,"R",2223,"R",353,"R",526,"R",0,"R",0,2,"R",867,"R",99,"R",122,"R",14,"R",490,"R",570,"R",490,"R",580,"R",19,"R",24,"R",19,"R",24,"R",19,"R",24,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,125,1,125,1,125,1,125,-2,-2,1,1,"R",50,"R",50,"A",.,1,1,1,2,1,2,1,2,2,1,"R",2260,2,"A",.,"R",7000,"R",3054,"A",.,2,"R",353,"R",526,"R",879,"R",4971,"R",3537,"R",879,"R",0
130271,0,1,0,0,0,0,4,-2,-2,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-2,1,0,2,2,2,2,1,1,1,1,3,1,2,"R",5,"R",0,"R",4,"R",0,"R",4,"R",0,"R",0,"R",0,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,0,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",25,"A",.,"A",.,1,1,2,2,2,2,2,2,2,1,"R",80,1,"R",21,"A",.,"A",.,"R",6000,1,"R",4,"R",0,"R",4,"R",5,"R",4,"R",4,"R",0
130314,0,1,0,0,0,0,4,-2,-2,30,1,0,0,0,1,1,1,1,0,0,0,0,1,1,3,1,0,1,2,1,1,1,1,2,3,1,1,2,"R",0,"R",789,"R",0,"R",550,"R",0,"R",186,"R",0,"R",0,2,"R",185,"R",99,"R",1,"R",0,"R",488,"R",510,"R",475,"R",480,"B",.,"B",.,"B",.,"B",.,"B",.,"B",.,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,1,2,-2,1,174,2,-2,1,174,-2,-2,1,1,"R",35,"B",.,"A",.,1,1,1,2,1,1,1,2,2,1,"R",431,1,"R",19,"R",4345,"R",6100,"A",.,2,"R",0,"R",186,"R",186,"R",789,"R",550,"R",186,"R",0
